<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
15/09/23,000000,8375,8376.5,8350.35,8350.35,7
18/09/23,000000,8319,8320,8299.8,8299.8,5
19/09/23,000000,8233,8233.5,8233,8233.5,5
20/09/23,000000,8247,8281.5,8247,8281.5,5
21/09/23,000000,8100.5,8129.75,8070,8129.75,6
22/09/23,000000,8230,8230,8161.74,8161.74,5
25/09/23,000000,8120,8120,8075.4,8075.4,4
26/09/23,000000,8028,8066,8028,8034.15,4
27/09/23,000000,8017,8056.5,8016.5,8056.5,6
28/09/23,000000,8111.5,8168.3,8111.5,8167.05,7
29/09/23,000000,8258,8258,8212.5,8212.5,6
02/10/23,000000,8105,8105,7978,7978,9
03/10/23,000000,7960,7960,7929,7929,4
04/10/23,000000,7910,7910.5,7810,7875,6
05/10/23,000000,7820,7823.75,7812,7823.75,6
06/10/23,000000,7886,7971.25,7886,7971.25,4
09/10/23,000000,8015,8039.25,8015,8039.25,5
10/10/23,000000,7952,7952,7907,7945,9
11/10/23,000000,7944,7946.5,7943.5,7946.5,5
12/10/23,000000,7997,7997,7915.75,7915.75,6
13/10/23,000000,7910,7910,7875.81,7875.81,9
16/10/23,000000,7920,7920,7915.5,7915.5,3
17/10/23,000000,7850,7902.75,7846,7902.75,6
18/10/23,000000,7947,7947.5,7901.5,7901.5,6
19/10/23,000000,7935,7938,7928,7928,5
20/10/23,000000,7887,7887,7875,7879.76,6
23/10/23,000000,7845,7924,7810,7900.76,8
24/10/23,000000,7900.5,7985,7900.5,7985,3
25/10/23,000000,7945,7958.5,7945,7958.5,5
26/10/23,000000,7940,7940,7911,7911,7
27/10/23,000000,7964,8030,7963,8030,7
30/10/23,000000,8110,8150,8068.75,8068.75,19
31/10/23,000000,8042,8042,8029,8029,9
01/11/23,000000,8039,8041,8030,8030,5
02/11/23,000000,8066,8066,8064,8064,4
03/11/23,000000,8038,8095.7,8038,8095.7,8
06/11/23,000000,8137,8172.5,8136.5,8157.74,7
07/11/23,000000,8067.5,8101.25,8067.5,8101,5
08/11/23,000000,8088,8088,8030,8058.5,8
09/11/23,000000,8020,8068.11,8020,8068.11,5
10/11/23,000000,8025,8025,7954.69,7954.69,7
13/11/23,000000,8014,8081.25,8014,8081.25,4
14/11/23,000000,8081,8172,8081,8144,5
15/11/23,000000,8175,8175,8168,8172.25,5
16/11/23,000000,8209.5,8209.5,8122,8122,5
17/11/23,000000,8113,8190,8113,8168.2,6
20/11/23,000000,8250,8340.25,8247,8340.25,6
21/11/23,000000,8390,8390,8323,8353,5
22/11/23,000000,8295.5,8296,8252.99,8252.99,4
23/11/23,000000,8295,8307.5,8295,8306.5,6
24/11/23,000000,8300,8329.75,8300,8329.75,3
27/11/23,000000,8282,8282,8259.25,8259.25,4
28/11/23,000000,8278,8387.75,8278,8387.75,7
29/11/23,000000,8390,8400,8336.5,8336.5,9
30/11/23,000000,8332,8387.5,8332,8387.5,5
01/12/23,000000,8410,8538.52,8410,8538.52,8
04/12/23,000000,8417,8417,8362.75,8362.75,4
05/12/23,000000,8258,8259,8252.75,8252.75,4
06/12/23,000000,8296,8297,8201.25,8201.25,8
07/12/23,000000,8221,8258,8221,8258,3
08/12/23,000000,8348,8366.25,8348,8366.25,3
11/12/23,000000,8275,8275.5,8249.1,8249.1,5
12/12/23,000000,8270,8272,8259.75,8259.75,6
13/12/23,000000,8180,8237.4,8180,8237.4,7
14/12/23,000000,8370,8462,8370,8460.51,10
15/12/23,000000,8500,8501,8454.65,8454.65,7
18/12/23,000000,8445,8445,8393.81,8393.81,6
19/12/23,000000,8438,8500.5,8438,8500.5,4
20/12/23,000000,8555,8555,8465,8488.5,15
21/12/23,000000,8459,8529,8459,8508.5,5
22/12/23,000000,8498,8499,8483.5,8483.5,6
27/12/23,000000,8510,8589,8510,8589,7
28/12/23,000000,8530,8530.25,8530,8530.25,3
29/12/23,000000,8480,8480,8463.92,8463.92,6
02/01/24,000000,8450,8450,8430,8440.5,4
03/01/24,000000,8380,8418.5,8360,8418.5,8
04/01/24,000000,8375,8375,8367.8,8367.8,3
05/01/24,000000,8346,8361,8310,8310,5
08/01/24,000000,8320,8339.69,8280,8339.69,8
09/01/24,000000,8300.5,8301.5,8263.4,8263.4,5
10/01/24,000000,8285,8285,8269,8269,3
11/01/24,000000,8332,8332,8262.2,8262.2,3
12/01/24,000000,8289,8289,8241.2,8241.2,5
15/01/24,000000,8238,8284,8238,8284,8
16/01/24,000000,8275,8280,8268,8268,5
17/01/24,000000,8200,8230,8174.25,8174.25,5
18/01/24,000000,8189,8223.8,8189,8223.8,4
19/01/24,000000,8275,8275,8271.76,8271.76,3
22/01/24,000000,8254.5,8254.5,8254.5,8254.5,3
23/01/24,000000,8284,8312,8283.5,8312,4
24/01/24,000000,8400,8472.49,8400,8472.49,5
25/01/24,000000,8485,8486,8477.5,8477.5,4
26/01/24,000000,8447,8448.05,8447,8448.05,3
29/01/24,000000,8420.5,8455,8420.5,8455,5
30/01/24,000000,8461,8511.75,8461,8511.75,4
31/01/24,000000,8512.5,8560,8500.5,8500.5,5
01/02/24,000000,8425,8437,8425,8425.5,8
02/02/24,000000,8400,8400,8374.34,8374.34,3
05/02/24,000000,8329,8329,8247.24,8247.24,12
06/02/24,000000,8280,8293.25,8280,8293.25,3
07/02/24,000000,8280,8280.5,8198.74,8198.74,5
08/02/24,000000,8202,8202,8085.02,8085.02,6
09/02/24,000000,8091.5,8091.5,8065.04,8065.04,4
12/02/24,000000,8085.5,8134.5,8085.5,8128.68,5
13/02/24,000000,8185,8185,8155.5,8155.5,3
14/02/24,000000,8133.5,8133.5,8097,8097,3
15/02/24,000000,8162,8223,8153,8223,6
16/02/24,000000,8320,8409.16,8320,8409.16,4
19/02/24,000000,8364,8367,8352,8353.5,13
20/02/24,000000,8368,8423.99,8366.5,8423.99,4
21/02/24,000000,8467,8472,8456.5,8456.5,5
22/02/24,000000,8482,8499.5,8482,8499.5,4
23/02/24,000000,8442,8475,8442,8475,4
26/02/24,000000,8372,8373,8361.5,8361.5,5
27/02/24,000000,8395,8396.5,8375.25,8375.25,7
28/02/24,000000,8340,8354.75,8340,8354.75,5
29/02/24,000000,8389,8401.5,8389,8401.5,4
01/03/24,000000,8377,8416,8377,8416,6
04/03/24,000000,8436.5,8455.91,8436.5,8455.91,4
05/03/24,000000,8429.5,8429.5,8400.75,8400.75,3
06/03/24,000000,8435,8484.25,8435,8484.25,11
07/03/24,000000,8559,8559,8546.49,8546.49,3
08/03/24,000000,8552.5,8552.5,8487.27,8487.27,4
11/03/24,000000,8515,8559.65,8515,8559.65,5
12/03/24,000000,8559,8567.5,8559,8560.7,7
